,Cause,Company Name,Cummulative Hrs,Date and Time,Depth,LT ID,LT Summary,LT Type,Object,Parent LT ID,Report Date,Rig Name,Time in Hrs,Well No
2711, FOT, NRT, 557.5,31 Jul 0245 - 0500, 3000, 900303, NOV BULLNOSE & 4 INTERNAL HOUSING PARTS LOST IN HOLE DURING REAMING TRIP., BHA, UNDR, ,08/24/2022,MP-1, 24,MRJN-78
2712,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,NBR-575S,Hrs,HRDH-1990
2713, FRFM, ARM, 65.5,21 Aug 1930 - 1300, 7436, 901183, OBSERVED LOSSES OF 180 BBL BPH WHILE DRILLING @ 7436'. , LCIR, NA, ,08/24/2022,NBR-575S, 8,HRDH-1990
2714,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,PA-326S,Hrs,SHDN-22
2715, HERR, FMC, 1.5,24 Aug 0330 - 0500, 4285, 901272, POWER UNIT NOT WORKING., TF, TTRQ, ,08/24/2022,PA-326S, 1.5,SHDN-22
2716,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,PA-785S,Hrs,QTIF-269
2717, XTTE, WDS, 1,24 Aug 2230 - 2330, 13520, 901259, WFD MWD LOST SIGNAL. TROUBLE SHOOTING TILL FIX IT., TF, MWD, ,08/24/2022,PA-785S, 1,QTIF-269
2718,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SCTD-1,Hrs,SDGM-1084
2719, FOT, RIG, 17.5,23 Aug 2200 - 1530, 13558, 901214, DOWN HOLE MOTOR FAILURE, BHA, MMOT, ,08/24/2022,SCTD-1, 10.5,SDGM-1084
2720,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SINO-10,Hrs,JLDI-38
2721, FOT, OZT, 2.5,24 Aug 1930 - 2200, 10771, 901267, TROUBLESHOOTING ON OIL SERV N2 PUMP. , TF, CTPMP, ,08/24/2022,SINO-10, 2.5,JLDI-38
2722, FOT, RIG, 2,24 Aug 0230 - 0430, 4180, 901273," 2-3/8"" DP POWER TONG MULFUNCTION", RR, HSYS, ,08/24/2022,SINO-12L, 2,HWYH-220
2723,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SINO-12L,Hrs,HWYH-220
2724, HERR, RIG, 1,24 Aug 1630 - 1730, 0, 901266," - EXESSESS TIME TO L/D 2-3/8"" DP'S INSTED OF RCK BACK IN DERRICK.", JF, DRRK, ,08/24/2022,SINO-12L, 1,HWYH-220
2725, FOT, RIG, 2,24 Aug 0230 - 0430, 4180, 901273," 2-3/8"" DP POWER TONG MULFUNCTION", RR, HSYS, ,08/24/2022,SINO-12L, 2,HWYH-220
2726,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SINO-33L,Hrs,HRDH-1542
2727, FOT, RIG, 64,22 Aug 1300 - 0500, 1396, 901172," WHILE DRILLING, THE ADJUSTABLE PLATE PARTED AND TDS MONORAIL SLIP DOWN ON RIG FLOOR IN VERTICAL POSITION", RR, TDS, ,08/24/2022,SINO-33L, 24,HRDH-1542
2728,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SND-2001,Hrs,HWYH-1229
2729, LHFL, RIG, 3,24 Aug 0730 - 1030, 0, 901269, REPLACE/REPAIR DAMAGED HYDRAULIC FIITINGS ON TDS., RR, HSYS, ,08/24/2022,SND-2001, 3,HWYH-1229
2730,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SND-2003,Hrs,GZLN-1
2731, FOT, RIG, 39.5,23 Aug 0500 - 2030, 5452, 901218, BOP LEAKS WHILE PRESSURE TESTING , BOP, BOP, ,08/24/2022,SND-2003, 15.5,GZLN-1
2732, FOT, NSL, 6,24 Aug 2300 - 0500, 5, 901274," POOH 2""7/8 PUMP THRU PLUG,NOTICED 100 LBS OVER PULL WHILE ENTERING LUBRICATOR,JAR UP BY HAND,AND LOST 300LBS BHA WEIGHT - SLICK LINE CABLE PARTED-", TF, SLICK, ,08/24/2022,SND-2004, 6,BRRI-1148
2733,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SND-2004,Hrs,BRRI-1148
2734, FOT, SWT, 193.75,16 Aug 0700 - 2300, 6351, 900934," HELD UP INSIDE 7"" LINER @ AT 6,351' WHILE RIH W/ SLB DST#2 STRING. ATTEMPT TO SET PKR & OPEN TFTV WITHOUT SUCCESS- TRIP OUT TO CHECK DST ASSY.", TF, DSTT, ,08/24/2022,SND-2004, 18,BRRI-1148
2735, FOT, NSL, 6,24 Aug 2300 - 0500, 5, 901274," POOH 2""7/8 PUMP THRU PLUG,NOTICED 100 LBS OVER PULL WHILE ENTERING LUBRICATOR,JAR UP BY HAND,AND LOST 300LBS BHA WEIGHT - SLICK LINE CABLE PARTED-", TF, SLICK, ,08/24/2022,SND-2004, 6,BRRI-1148
2736,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SND-2005,Hrs,MHKK-2
2737, WOTO, ARM, 7.75,23 Aug 2245 - 0630, 5828, 901213," WAIT ON WFD HANDLING EQUIPMENT TO RUN 2-7/8"" CEMENT STINGER. LAST MINUTE CHANGE OF PLANS TO SET CEMENT PLUG.", WO, NA, ,08/24/2022,SND-2005, 1.5,MHKK-2
2738,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SND-2007,Hrs,AWTD-104001
2739, FOT, BHI, 50,22 Aug 1400 - 0500, 18640, 901156, BAKER LOST COMMUNICATION WITH THE AUTOTRAK RSS TO THE MWD TOOL. , BHA, MWD, ,08/24/2022,SND-2007, 14,AWTD-104001
2740, SRVC, HCM, 13.5,24 Aug 1530 - 0500, 7470, 901257, WAIT ON HALLIBUTON FINAL WELL LOCK PROGRAM , WO, NA, ,08/24/2022,SP-154, 13.5,SDGM-353
2741,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SP-154,Hrs,SDGM-353
2742, FOT, TOD, 32.5,23 Aug 0700 - 1530, 7267, 901232," UNABLE TO CLOSE HYDRO SEAL DURING CEMENTING OFF BOTTOM LINER CAUSING FAILED PRESSURE TEST,", TF, DV, ,08/24/2022,SP-154, 10.5,SDGM-353
2743, SRVC, HCM, 13.5,24 Aug 1530 - 0500, 7470, 901257, WAIT ON HALLIBUTON FINAL WELL LOCK PROGRAM , WO, NA, ,08/24/2022,SP-154, 13.5,SDGM-353
2744,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SP-165,Hrs,FDHL-146
2745, DFLI, EMC, 24,24 Aug 0500 - 0500, 10585, 901260, MUD FOAMING ISSUE PRIOR LOGGING, MUD, NA, ,08/24/2022,SP-165, 24,FDHL-146
2746,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SP-260,Hrs,HMYM-531812
2747, FOT, BHI, 14,24 Aug 1430 - 0500, 15978, 901253, BAKER MWD FAILED., TF, MS, ,08/24/2022,SP-260, 14,HMYM-531812
2748,6559, 6559,TI,E,  4186,STDP,"CONTD RIH 6-1/8"" NOV CORE ASSY CONTROLLED SPEED FROM 3562' TO TAG BTM @6559'.-WASH AND REAM DOWN TILL TAG BTM @6559'.",6559, 3562,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2749,6559, ,CIRC,E,  4186,MPMP,CIRCULATE BTMS UP & CHC WITH 200 GPM & PRESSURE 700 PSI.,6559, ,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2750,6559, ,CIRC,E,  4186,MPMP,"DROP 1"" NOV DIVERTING BALL, PUMP DOWN WITH 80 GPM & WAIT TILL SEATED IN ORDER TO DIVERT FLUID AWAY FROM THE INNER BARREL. -CONFIRM SPACE OUT FOR CUTTING THE CORE@6559'.-RECORD SPR'S, P/U AND S/O WT'S, TORQUE READINGS.",6559, ,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2751,6621, ,CORE,E,  4186,CORC,"CUT 6-1/8"" X 2 5/8"" CORE RUN #5 FROM 6559' TO 6621' W/70 PCF POLYMER MUD W/ 100 % RETURNS.-CORING PARAMETERS: WOB: 3-8 KLBS, RPM: 65 - TQ 2-3 KLFTLB & GPM: 180 - PRESS 800 PSI.-CORING 62 FT INSIDE ARAB D ZONE (ADAD3B TO ADABD4) FORMATION.-STOP ROTATION AND BREAK OUT CORE 15 KLBS OVERPULL INDICATION ",6559, ,NOC,08/24/2022,SP-53L,CORE,HRDH-528
2752,6621, ,CIRC,E,  4186,MPMP,CIRCULATE BTM UP WITH 120 GPM @ 500 PSI WITH FULL RETURNS.,6621, ,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2753,6621, ,SDR1,E,  4186,NA,  FLOW CHECK-WELL STATIC OK.,6621, ,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2754,6621, 6374,TO,E,  4186,STDP,"POOH 6 1/8"" NOV CORING ASSY. TO/7"" CSG SHOE @ 6374' CONTROLLED SPEED 3MIN/STD SLIPS TO SLIPS.-MONITOR WELL THROUGH TRIP TANK & TRIP SHEET.",6621, 6621,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2755,6621, ,SDR1,E,  4186,NA,"FLOW CHECK @ 7"" CSG SHOE -WELL STATIC OK.",6621, ,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2756,6621, 5900,TO,E,  4186,STDP,"CONTD POOH 6 1/8"" NOV CORING ASSY. FROM / 7"" CSG SHOE @ 6374' TO 5900' CONTROLLED SPEED 3MIN/STD SLIPS TO SLIPS.-MONITOR WELL THROUGH TRIP TANK & TRIP SHEE",6621, 6374,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2757,6621, ,SDR1,E,  4186,NA,  FLOW CHECK AFTER PULL 5 STDS - WELL STATIC OK,6621, ,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2758,6621, 1597,TO,E,  4186,STDP," CONTD POOH 6 1/8"" NOV CORING ASSY. TO 7"" TOL@ 1597' CONTROLLED SPEED 3MIN/STD SLIPS TO SLIPS.-MONITOR WELL THROUGH TRIP TANK & TRIP SHEET.",6621, 5900,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2759,6621, ,SDR1,E,  4186,NA,"  FLOW CHECK @7"" TOL WELL STATIC OK.",6621, ,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2760,6621, 615,TO,E,  4186,STDP,"CONTD POOH 6-1/8"" NOV CORING ASSY. TO 615' CONTROLLED SPEED 6MIN/STD SLIPS TO SLIPS.-MONITOR WELL THROUGH TRIP TANK & TRIP SHEET.",6621, 1597,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2761,6621, ,SDR1,E,  4186,NA,FLOW CHECK AT TOP BHA - WELL STATIC OK.-CHECKING FOR H2S-ZERO H2S READING.,6621, ,RIG,08/24/2022,SP-53L,CORE,HRDH-528
2762,6621, ,HT,E,  4186,CORC,"HPJSM, CON'T POOH 6-1/8"" NOV CORING ASSY  TO SURFACE CONTROLLED SPEED 6 MIN/STD SLIPS TO SLIPS.-RUN RIG FLOOR BLOWER & CHECKING FOR H2S AT SURFACE ZERO H2S READING.-ALL CREW ON RIG FLOOR MASKED UP DURING DISCONNECTING CORE INNER BARREL.-L/D INNER BARREL, 62' RECOVERED (100 % RECOVERY) FROM CORE RUN #5 -CORE HEAD DULL : 1-1-WT-A-X-NO-TD.",6621, ,NOC,08/24/2022,SP-53L,CORE,HRDH-528
2763,6621, ,HT,E,  4186,CORC,"HPJSM, P/U & M/U 6-1/8"" NOV CORE ASSY  RUN#6 -----ONGOING.-6-1/8"" CORE HEAD + 4-3/4"" CORE OUTER BARRELS & 3-3/8"" INNER BARRELS (30FT) + FLOAT SUB W/ FLAPPER TYPE FLOAT VALVE (BALL SIZE IS 1"")+15 X 4-3/4"" DC'S+ 4-3/4"" DRILLING JAR+2 X 4 3/4"" DC'S +XO+ DP'S.  ",6621, ,NOC,08/24/2022,SP-53L,CORE,HRDH-528
2764, 188.25, OOS,Category,DOOS ID, CORE,Out of Scope Summary,  ALL CORING OPERATION AND THE REAMING TRIP IS OOS., 24, 4186,13 Aug 0230,08/24/2022,SP-53L,Type,HRDH-528
2765,,,,,,,,,,,,,,
2766,,,,,,,,,,,,,,
2767,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SSA-101,Hrs,QTIF-785
2768, FOT, SJT, 9,24 Aug 0900 - 0500, 19300, 901261, TAQA CTU MLT TOOL FAILURE (MULTI LATERAL TOOLS NOT WORKING PROPERLY), TF, CTBG, ,08/24/2022,SSA-101, 9,QTIF-785
2769,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SSA-202,Hrs,QTIF-191
2770, FOT, SAM, 4.25,24 Aug 0015 - 0500, 18120, 901265, PRESSURE SUDDENLY DROPPED WHILE DRLG AT 18120' MD AND LOST MWD SIGNAL. , BHA, MACS, ,08/24/2022,SSA-202, 4.25,QTIF-191
2771,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,SSA-5972,Hrs,SHDN-19
2772, FOT, HWP, 24,23 Aug 1800 - 0500, 14415, 901168, HALLIBURTON TPL LOGGING TOOL FAILURE., TF, WLT, ,08/24/2022,SSA-5972, 13,SHDN-19
2773,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/24/2022,STY-038,Hrs,ZULF-2089
2774, HINW, HWP, 87.5,21 Aug 1000 - 0130, 5537, 901117," HALLIBURTON MADE ANOTHER CORRELATION PASS BELOW PUNCHING DEPTH, CAUSING THE TOOL TO GET STUCK AT X-NIPPLE", STUK, WLT, ,08/24/2022,STY-038, 20.5,ZULF-2089
2775,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,095TE,Hrs,MNIF-126
2776, FPMP, RIG, 1.5,25 Aug 1730 - 1900, 4497, 901316, CIRCULATE W/PUMP #02 MEANWHILE REPAIR ON MUD PUMP #01 & #03., RR, MPMP, ,08/25/2022,095TE, 1.5,MNIF-126
2777, FOT, GEP, 6.5,25 Aug 2230 - 0500, 250, 901326," BEFORE MAKING UP TIE BACK TOOL TO CSG FOUND THAT MLS TOOL THREAD WAS INCOMPATIBLE WITH CASING, AND WOULD REQUIRE A CROSSOVER. 

", TF, MLS, ,08/25/2022,ADC-17, 6.5,ZULF-1380
2778,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ADC-17,Hrs,ZULF-1380
2779, FOT, GEP, 1,25 Aug 0500 - 0600, 250, 901325," VETCO GRAY REP ATTEMPT TO CLOSE WASH PORTS OF 18-5/8"" TIE BACK, ATTEMPT TO PRESSURE TEST WITHOUT SUCCESS, PRESSURE DROP. MADE MUUTLIPE ATTEMPTS WITH NO SUCCESS", TF, MLS, ,08/25/2022,ADC-17, 1,ZULF-1380
2780, FOT, GEP, 6.5,25 Aug 2230 - 0500, 250, 901326," BEFORE MAKING UP TIE BACK TOOL TO CSG FOUND THAT MLS TOOL THREAD WAS INCOMPATIBLE WITH CASING, AND WOULD REQUIRE A CROSSOVER. 

", TF, MLS, ,08/25/2022,ADC-17, 6.5,ZULF-1380
2781,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ADC-42L,Hrs,SDGM-1258
2782, FOT, TK3, 29,24 Aug 2100 - 0200, 12520, 901271, STRING GOT PLUGGED WHILE FILLING UP., DSF, STRG, ,08/25/2022,ADC-42L, 21,SDGM-1258
2783,7045, 4200,LOG,E,  4305,WLT,"RIH WL RUN#2 LOGGING TOOLS (RCX-IFX-GR) ON 4"" DRIFTED DP STDS WITH CONTROL SPEED 2 MIN/STD SLIPS TO SLIPS TO SES DEPTH @ 4200'. (LATCHING DEPTH).- FILL STRING EVERY 10 STDS & BREAK CIRC.- MONITOR THE WELL THROUGH TRIP TANK, WELL STATIC.",7045, 1400,BAW,08/25/2022,ADC-54L,LOG,HRDH-584
2784,7045, ,CIRC,E,  4305,MPMP,"CIRCULATE TWICE STRING CAPACITY, 100% RETURN. USED BAKER WL SCREEN.- MW IN / OUT 79 PCF",7045, ,RIG,08/25/2022,ADC-54L,CT,HRDH-584
2785,7045, ,OTH,E,  4305,NA,"HPJSM. R/U BH W/L SHEAVES AND INSTALL SES.- MONITOR THE WELL THROUGH TRIP TANK, WELL STATIC.",7045, ,BAW,08/25/2022,ADC-54L,LOG,HRDH-584
2786,7045, 4200,LOG,E,  4305,WLT,"RIH WITH LATCH HEAD AND LATCH DOWN HOLE TOOL. TEST COMMUNICATION - OK. MAKE PULL TEST ON SES CABLE CLAMP W/ 5000 LB LINE PULL - OK.- PUMP 50 BBL LATCHING PILL PRIOR TO LATCH.- MONITOR THE WELL THROUGH TRIP TANK, WELL STATIC",7045, 4200,BAW,08/25/2022,ADC-54L,LOG,HRDH-584
2787,7045, 6658,LOG,E,  4305,WLT,"CONT. RIH WL RUN#2 LOGGING TOOLS (RCX-IFX-GR) ON 4"" DRIFTED DP STDS & WL CABLE WITH CONTROL SPEED 1-2 MIN/STD SLIPS TO SLIPS TO 6658' 1ST (PRESSURE POINT).- MONITOR HOLE ON TRIP TANK, HOLE STATIC.- OPEN HOLE IN GOOD CONDITION.",7045, 4200,BAW,08/25/2022,ADC-54L,LOG,HRDH-584
2788,7045, 6869,LOG,E,  4305,WLT,"CONT. RIH WL RUN#2 LOGGING TOOLS (RCX-IFX-GR) ON 4"" DRIFTED DP STDS & WL CABLE WITH CONTROL SPEED WHILE LOG DOWN F/ 6658' T/ 6869'.- PERFORMED STICK TENDENCY TESTS @ 6658' FOR 15 MIN & 30 MINS, NO STICKING TENDENCY.- RECORDED 18/18  PRESSURE POINTS F/ 6,658' T/ 6,869'.- PRESS POINTS @: 6,658', 6,668', 6,675', 6,680', 6,686', 6,698', 6,706', 6,716', 6,721', 6,734', 6,742', 6,749', 6,757', 6,767' (REPEATED 3 TIMES), 6,779', 6,816' (TIGHT- REPEATED 3 TIMES), 6,838' (TIGHT- REPEATED 3 TIMES), 6,869'. - MONITOR HOLE ON TRIP TANK, HOLE STATIC.- OPEN HOLE IN GOOD CONDITION.",7045, 6658,BAW,08/25/2022,ADC-54L,LOG,HRDH-584
2789, 41.75, OOS,Category,DOOS ID, LOG,Out of Scope Summary," 8-1/2"" PILOT HOLE LOGGING : RUN#1: MREX LOG ON TWO MODES: GAS MODE & LIGHT OIL MODE / RUN#2: PCL LOG RUN#2: RCX-IFX-GR (PRESSURE & SAMPLES).", 24, 4305,23 Aug 0830,08/25/2022,ADC-54L,Type,HRDH-584
2790,,,,,,,,,,,,,,
2791,,,,,,,,,,,,,,
2792,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ADC-55L,Hrs,UTMN-3171
2793, STBH, TK3, 622,30 Jul 0830 - 0500, 12245, 900335, PU STRING AFTER DROP PBL BALLS FOUND STRING STUCK., STUK, BHA, ,08/25/2022,ADC-55L, 24,UTMN-3171
2794,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ADC-58L,Hrs,ABHD-169
2795, MATL, TK3, 32.75,23 Aug 1430 - 2015, 13523, 901233, OBSERVED A PIECE OF RUBBER FROM THE ANNULAR PACKING ELEMENTS' FINGERS JAMMED ON THE CABLE CLAMP WHILE POOH., WO, NA, ,08/25/2022,ADC-58L, 15.25,ABHD-169
2796,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ADES-174,Hrs,GHZL-72
2797, SFHS, BFW, 87.75,22 Aug 0530 - 0500, 11165, 901031," AFTER MILLING 4-1/2"" HALL VERSA FLEX LINER HGR, ATTEMPT TO POH, STRING STALLED WITH 30 KLBS OVERPULL, UNABLE TO MOVE UP/DOWN & ROTATION RESTRICTED. ", STUK, FISHT, ,08/25/2022,ADES-174, 22.25,GHZL-72
2798,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ADM-655,Hrs,SFNY-183
2799, WTHR, ARM, 10,25 Aug 1900 - 0500, 0, 901184, WAIT ON HI-TIDE TO ENTER SFNY LAGOON FOR SAFE APPROACH TO NEXT PLATFORM SFNY 178/183., WON, NA, ,08/25/2022,ADM-655, 10,SFNY-183
2800,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,AOD-1,Hrs,ZULF-694
2801, DSFT, HCO, 12.25,25 Aug 1645 - 0500, 5623, 901313," ATTEMPTED TO RETRIEVE RBP PER HLB PROCEDURE, RBP WAS NOT IN RETRIEVAL TOOL.", JF, RTTS, ,08/25/2022,AOD-1, 12.25,ZULF-694
2802,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ARO-2001,Hrs,BRRI-93
2803, FOT, RIG, 1,25 Aug 1630 - 1730, 300, 901315, DRAWORKS CLUTCH AIRLINE LEAKING, RR, DWKS, ,08/25/2022,ARO-2001, 1,BRRI-93
2804,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ARO-2003,Hrs,MNIF-733
2805, WOPF, AP2, 240,16 Aug 0500 - 0500, 0, 900956, WAIT ON FIELD SERVICE TO INSTALL ISOLATION PLUGS., WO, NA, ,08/25/2022,ARO-2003, 24,MNIF-733
2806, HERR, HWP, 6.5,25 Aug 2230 - 0500, 8852, 901324, HALLIBURTON DEPTH COUNTER/ENCODER NOT READING CORRECTLY., JF, TEMP, ,08/25/2022,ARO-3002, 6.5,MRJN-813
2807,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ARO-3002,Hrs,MRJN-813
2808, HERR, BCT, 18,24 Aug 1800 - 1200, 8852, 901268, BAKER COIL TUBING REEL PLUG UP., JF, CTAC, ,08/25/2022,ARO-3002, 7,MRJN-813
2809, HERR, HWP, 6.5,25 Aug 2230 - 0500, 8852, 901324, HALLIBURTON DEPTH COUNTER/ENCODER NOT READING CORRECTLY., JF, TEMP, ,08/25/2022,ARO-3002, 6.5,MRJN-813
2810,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ARO-4001,Hrs,MRJN-532
2811, FOT, RIG, 4.5,25 Aug 2200 - 0500, 8705, 901321," ATTEMPT TO PUMP DP SLUG, TDS IBOP NOT OPEN, TROUBLESHOOTING SAME, OBSERVED CRANK ARM ROLLERS ON BOTH SIDES OF ACTUATORS WERE BROKEN, NEED TO REPLACE SAME.", RR, TDS, ,08/25/2022,ARO-4001, 4.5,MRJN-532
2812,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,DPS-45,Hrs,UTMN-2331
2813, FOT, SDM, 48,23 Aug 0315 - 0415, 18171, 901171, LOST COMMUNICATION W/ SLB TOOLS MWD/LWD ., BHA, MWD, ,08/25/2022,DPS-45, 22.25,UTMN-2331
2814,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,DPS-74,Hrs,NJYN-33
2815, FOT, RIG, 4.5,25 Aug 0030 - 0500, 0, 901320, DRAW WORK ENCODER MOTOR-A FAILURE., RR, DWKS, ,08/25/2022,DPS-74, 4.5,NJYN-33
2816,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,DQ-47,Hrs,KHRS-280
2817, FOT, BAW, 17.25,24 Aug 1615 - 0930, 11860, 901263, RDD REQUEST TO REPEAT THE LOG OF OPEN HOLE TO CONFIRM QUALITY LOG DATA., TF, WLT, ,08/25/2022,DQ-47, 4.5,KHRS-280
2818,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,ENS-108,Hrs,ZULF-2015
2819, GRF, RIG, 72,23 Aug 0500 - 0500, 7186, 901163, UNABLE TO ENGAGE BREAKER FOR VFD #2  DUE TO THE UV TRIP NOT GETTING SIGNAL FROM PLC. THE PLC IS GETTING INPUT SIGNAL BUT NO OUTPUT TO THE UV TRIP ON BREAKER., UPRA, PSYS, ,08/25/2022,ENS-108, 24,ZULF-2015
2820,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,EXL-IVA,Hrs,ZULF-2040
2821, WOTO, EX1, 19.25,24 Aug 1700 - 1215, 6687, 901258," LOST TIME EXPRO: PICK UP EXPRO CROSSOVER AND LOWER TO TOP OF 4 1/16"" TREE, ATTEMPT TO MAKE UP CROSSOVER WITHOUT SUCCESS, SOURCE A REPLACEMENT CROSSOVER. ", WO, NA, ,08/25/2022,EXL-IVA, 7.25,ZULF-2040
2822,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,MP-1,Hrs,MRJN-78
2823, FOT, NRT, 581.5,31 Jul 0245 - 0500, 3000, 900303, NOV BULLNOSE & 4 INTERNAL HOUSING PARTS LOST IN HOLE DURING REAMING TRIP., BHA, UNDR, ,08/25/2022,MP-1, 24,MRJN-78
2824,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,MP-4,Hrs,LWHH-20
2825, FOT, ARM, 14,25 Aug 1500 - 0500, 10598, 901333," OBSERVED PRESSURE DROP OF 700 PSI WHILE DRILLING 6-1/8"" HOLE SECTION.", DSF, STRG, ,08/25/2022,MP-4, 14,LWHH-20
2826,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,NBR-263S,Hrs,QTIF-736
2827, STBH, ARM, 306.5,29 Jul 0230 - 0300, 13970, 900313,"  GOT STG STUCK AFTER OPEN BOP FOR WELL OBSERVATION, WELL STATIC, TRIED TO MOVE STG W/O SUCCESS & WORK ON STUCK, CUT PIPE & PLAN TO ST.", STUK, BHA, ,08/25/2022,NBR-263S, 22,QTIF-736
2828,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,NBR-575S,Hrs,HRDH-1990
2829, FRFM, ARM, 16,25 Aug 0500 - 2100, 8080, 901332, OBSERVED LOSSES WHILE DRILLING @ 8080', LCIR, NA, ,08/25/2022,NBR-575S, 16,HRDH-1990
2830,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/25/2022,PA-326S,Hrs,SHDN-22
